"MyWord","fields"
"断トツ","<div>断トツ<br></div><div>ダントツ<br></div>far and away the best; the very best; cream of the crop; crème de la crème<br><div><br></div><div>彼はチームで<b>ダントツの好選手</b>だ。 <div> He is by far the best player on the team</div></div>[sound:voicetext-1149bae5-351748af-02a55f7b-bb374608-b3b19279.mp3]"
"断然","<div>断然<br></div>だんぜん &nbsp;<div><br><div><u>&nbsp;1. (<i><b>Taru-adj</b></i>) firmly; absolutely; flatly; resolutely</u><div><br></div><div><div><b><u>断然たる</u></b>拒絶</div><div>a flat refusal</div></div><div><div>僕は<b>断然</b>タバコを<b>止めた</b>.</div><div>I have given up smoking once and for all</div></div><div><br></div><div><u>&nbsp;2. &nbsp;by far; far and away; by a long shot</u></div><div><br></div><div><div>東京は<b>だんぜん</b>日本で一番大きい都市です。</div><div>Tokyo is by far the largest city in Japan.</div><div><div>彼女はクラスの中で、<b>断然</b>歌がいちばんうまかった。</div><div>She was by far the best singer in the class.</div></div></div></div></div><br>[sound:naver-1ab1d284-244e825a-ce448770-7a2de83a-3f4a774e.mp3]"
"断言","<div>断言<br></div>assertion; declaration; affirmation.<div>[often with と]</div><div><br></div><div><div>彼女は彼が不正直だと断言した</div></div><div>断 severance, decline, refuse, apologize </div> [sound:oddcast-3b827e7d-87381030-a1247d7a-b93ae31e-dc0a1a64.mp3][sound:naver-93202478-b50e999a-a1070ad2-a2f72f41-abbbe0b5.mp3]"
"新任","<div>新任<br></div>しんにん new​ (teacher, boss)<br><div><br></div><div>新任の先生<br></div><div>新任の上司<br></div> [sound:oddcast-e8f79114-bb5da0cc-968659e3-0824d2c2-ca386a75.mp3][sound:voicetext-703e5d70-c68b71d8-162a8741-ded71f45-e2c860e3.mp3]"
"新作","<div>新作<br></div><img src=""paste-17171279249409.jpg"">&nbsp;&nbsp;new work; new production (art, film, etc)<div><br></div><div><div>彼の新作映画は見るだけの価値がある。</div><div>His new film is worth seeing.</div></div><div><div>彼女の新作の小説は来月出版される。</div><div>Her new novel will come out next month.</div></div><div><div>彼の最新作は大ヒットした。</div><div>His latest work proved to be a great success</div></div><div><img src=""paste-16999480557569.jpg""></div>[sound:naver-1b129557-c4a82eb3-d3f96554-29616ac0-cc2aea09.mp3]"
"新入り","<div>新入り<br></div>しんいり newcomer; initiate; rookie<div><br></div><div><div>新入りだな。</div><div>You're new, huh?</div></div><div><div>うちのボスは新入りの女の子に夢中だ。</div><div>Our boss is very sweet on the new girl</div></div><div><br></div><div><img src=""paste-13383118094337 (1).jpg""></div>[sound:naver-8de20164-e61ff634-4ac78ab2-284beb65-a1e12b2f.mp3]"
"新入生","<div>新入生<br></div><img src=""paste-19735374725121.jpg"">&nbsp; new student; freshman[sound:naver-19c9ff90-9817b3af-e5bb3590-e296c042-35814987.mp3]"
"新品","<div>新品<br></div>しんぴん &nbsp;(brand-)new article<br><div><br></div><div><div>時計が故障してしまったので、新品が欲しい。</div><div>My watch is broken, so I want a new one.</div></div><div><img src=""paste-3874060500993.jpg""></div>[sound:naver-503dbc2b-dc00890b-5fbef1fe-577bcf1c-cb2d5156.mp3]"
"新婚","<div>新婚<br></div>しんこん newly-wed​&nbsp;[sound:voicetext-41d41aa6-ec92a72d-cd09dea3-dc2db83d-c983492b.mp3]"
"新学期","<div>新学期<br></div>しんがっき &nbsp; new school term​<br><div><br></div><div><div>日本では新学期は４月に始まる。&nbsp;</div><div>In Japan a new school year starts in April.</div></div>[sound:naver-99a90b85-e0d1b977-eaa4c28a-0b833354-33137ba7.mp3]"
"新曲","<div>新曲</div><div>new song​</div>[sound:naver-0ae92fc1-f83267dd-76dfccb6-a8aa686e-e833ce30.mp3]"
"新発売","<div>新発売<br></div>しんはつばい &nbsp;new product or model &nbsp;[sound:naver-938e11be-f14f4f4f-42a030a9-d91238dc-771757ea.mp3]"
"方言","<div>方言</div>ほうげん &nbsp;dialect<div><br></div><div>大阪の方言は聞き取りにくい</div><div>It’s hard to understand the Osaka dialect</div>[sound:naver-db4bdb0a-7c48eb9b-c1b4fe56-ad7007ab-61ed0978.mp3]"
"方面","<div>方面<br></div>direction<div>2. district; area​<br></div><div>3.&nbsp;field (e.g. of study); sphere</div><div><br></div><div>台風は発達しながら九州方面に向かっています。 <div> The typhoon is gaining strength as it heads for Kyushu</div></div><div>最近医学の方面でどんどんめざましい進歩がみられる。 <div> Rapid and remarkable advances have been made in medicine</div></div><div>もしかこの方面に来るようなことがあったらお寄りください。 <div> If you come this way by any chance, drop in to see me</div></div> [sound:oddcast-7d1f78f9-828d4538-3b9b90c2-1a8f8e2a-83be8601.mp3][sound:voicetext-42b0c5d9-143dec07-c434192b-a1c14fda-0b6dcee9.mp3]"
"旅先で","<div>旅先で<br></div><div>たびさきで&nbsp; on a trip<br></div><div><br></div>旅先<br><div>たびさき&nbsp;destination; goal (of travel); place one stays during a journey​<br></div><div><br></div><div><b>旅先で</b>仕事の話しないでよ。 <div> Don't talk about work when <b>we're on vacation</b></div></div><div><b>旅先で親切</b>にされることほど、うれしいことはない。 <div> Nothing is more comforting than <b>kindness offered to us while traveling</b></div></div>[sound:voicetext-e2ce3e28-75fd0485-b43e5d0b-66fac6da-7e2f3610.mp3]"
"旅客機","<div>旅客機<br></div>りょかくき / りょかくき&nbsp;<br><div><br></div> [sound:voicetext-d292ecaf-a3b02c7a-ecdffa1a-bcd7e448-d16ec3f5.mp3]passenger plane​<br><div><img src=""paste-1043fea6634ed896684347acaa8b55fa62a152f2.jpg""><br></div>"
"日中","<div>日中<br></div><u>daytime; during the day​</u><div><img src=""paste-681922bc58d16c79d5a32d7b55995a07b75512b8.jpg""><br></div><div><br></div><div>日中<br><div><u>Japan and China​</u></div><div><img src=""paste-bcef90ad446d11624a5579eb54fae72fc3a3a91e.jpg""><br></div></div>&nbsp;[sound:voicetext-9a7dcf0e-c1a3f6a7-445935e3-1a6a4174-cdf757d3.mp3]"
"日付","<div>日付<br></div>ひづけ<div>date; dating</div><div><img src=""images-300231473813b7cfdea4b39053194bc3294f5bfb.png""><br></div><div><img src=""images-731b1cf35fcdc507261df4bd263a03636777c6a5.jpg""></div><div><img src=""images-2470ca9d56f9932a12219b75b6b6f3ed33a4d405.png""><br></div>[sound:naver-56334382-6875941e-f0f437a2-42cd6f6d-0b63eea7.mp3]"
"日時","<div>日時<br></div><img src=""paste-28003186769921.jpg"">&nbsp;date and time<div><br></div><div><img src=""paste-28016071671809.jpg""></div><div><img src=""paste-28028956573697.jpg""></div>[sound:naver-aaca9837-d83ba32b-184081fc-b6f840d0-37843929.mp3]"
"日本海","<div>日本海<br></div>にほんかい<div><img src=""paste-84585085927425.jpg""></div>[sound:naver-eb4ebe04-d998fd1e-3ef03a85-5c525603-8cf821cd.mp3]"
"日没","<div>日没<br></div>にちぼつ&nbsp;sunset​<br><div><br></div><div>日没後&nbsp;after sunset​<br></div><div><br></div><div><div>没 drown, sink, hide</div></div>[sound:voicetext-d9dd69db-0b5d2f74-83549673-dc3b12a3-15831573.mp3]"
"日焼け","<div>日焼け<br></div>ひやけ<br><div>1. sunburn;&nbsp;</div><div>2. suntan; tan​<br></div><div>3. becoming discolored from the sun (e.g. paper)<br></div><div><br></div><div>私はこんがりと小麦色に日焼けした。 <div> I was browned to a nice tan</div></div><div>私の皮膚は日焼けしやすい。 <div> My skin burns easily in the sun</div></div><div><img src=""paste-074306d3be501d5ca084c9ab1f63f49d772571e8.jpg""><img src=""paste-1be238dcb7fd37473bb8704a24213854f0073000.jpg""><br></div> [sound:voicetext-483b5061-9d220f25-06020e69-5e04a80f-526fdb13.mp3][sound:voicetext-c58c6c4e-2f5ad0fb-6c1ec6c2-97bf96ea-f06056dd.mp3]"
"早朝","<div>早朝<br></div>そうちょう &nbsp;early morning​<br><div><img src=""paste-b10ad78e4b95c6ca687e5d71de126cd1df1e2e75.jpg""></div><div>&nbsp;</div><div>総長<br></div><div>(college) president; secretary-general​<br></div><div><img src=""paste-3694172e15513559d3fe6ce006b3266b51f349d6.jpg""><br></div>[sound:naver-84626110-dae7ef3a-765017be-4772c0a6-756c3485.mp3]"
"明朝","<div>明朝<br></div>みょうちょう tomorrow morning​&nbsp;[sound:voicetext-521e95fc-ace0cfa2-6b610551-12d2877c-40c2e6e2.mp3]"
"明瞭","<div>明瞭</div><div>clear; plain; distinct; obvious<br></div><div><br></div><b>不明瞭</b><div>dimness; obscurity; indistinctness<div>意味は<b><b>明瞭</b></b>だ<br></div><div>The meaning is clear<br></div><div><div><b><b>明瞭</b></b>に発音して</div><div>Pronounce distinctly</div></div><div><br></div><div><div><b><b>不明瞭</b></b>な言葉</div><div>an unclear statement or remark</div></div><div><div>写真はザラザラで<b><b>不明瞭</b></b>だった</div><div>the photographs were grainy and indistinct</div></div></div> [sound:oddcast-e216854a-165c24bf-d56d4344-36c410c0-2704e5c0.mp3][sound:oddcast-986be75f-b7e52c89-0dc0da36-d1b993db-33ac2cdf.mp3]"
"明確","<div>明確<br></div>めいかく Clear-Definite<br><div><br></div><div>明確にしなければならないのは次の４点である。 <div> Four points need to be made</div></div><div>明確な返事が欲しい。 <div> Give me a definite answer</div></div><div>明確すぎて証明を要しない。 <div> It's so obvious we don't need proof.</div></div><div><img src=""paste-72359f83ae849e7ee2ad851803afa2162dbf14e0.jpg""><br></div> [sound:oddcast-90e77df0-d0c823c9-9642898a-6c93cf04-af227dab.mp3][sound:voicetext-5a0e76ff-803d15df-85bc08c9-c7c526e5-63177204.mp3]"
"明言","<div>明言<br></div>めいげん to clearly declare<div><br><div><div>報告または<b><b>明言</b></b>ができない</div><div>failing to inform or clarify</div></div></div><div><div>彼はどちらに投票するか<b><b>明言</b></b>を拒んだ.</div><div>He refused to declare which way he would vote</div></div><div><div>彼は大胆にも私が間違っていると<b><b>明言</b></b>した.</div><div>He had the confidence to say clearly that I was wrong</div></div>[sound:voicetext-c2eeec7e-38f16da5-04104771-65eff554-9f258ae4.mp3]"
"星空","<div>星空<br></div>ほしぞら starry sky​<br><div><br></div><div>彼は星空を見上げた。 <div> He looked up at the stars.</div></div><div><img src=""paste-7a3fd40edfd883a3d4f329386944adee263f97c5.jpg""><br></div>[sound:voicetext-dddc86a3-af90f024-d2d6d521-fac32443-c3388c7b.mp3]"
"昨夜","<div>昨夜<br></div>さくや<div>last night (not&nbsp;夕べ)<br><div><br></div><div><div>昨 yesterday, previous&nbsp;</div></div></div>[sound:neospeech-e315c754-d2bd3153-72d20daf-0e6baae9-a5aae8bf.mp3]"
"昼間","<div>昼間<br></div><img src=""paste-39436389711873.jpg"">&nbsp;daytime; during the day; time from sunrise until sunset<div><br></div><div><div>彼は真っ昼間にを盗まれた。</div><div>He had his car stolen in broad daylight.</div></div><div><div>昼間でも連絡がつく電話番号をご記入下さい。</div><div>Please enter a telephone number where you can be contacted during the day, too</div></div><div><img src=""paste-39449274613761.jpg""></div>[sound:naver-2c443e30-f952881a-644f5cae-e47c84fb-a540c786.mp3]"
"時として","<div>時として<br></div>ときとして&nbsp;&nbsp;in some cases; sometimes<br><div><br></div><div>夢は時としてあたる。 <div> Dreams sometimes come true</div></div><div>彼女は答える前に時としてためらう。 <div> She sometimes hesitates before answering</div></div><div>彼は何でもないことに時として腹を立てる。 <div> He sometimes loses his temper for nothing</div></div>[sound:voicetext-053ac8b5-3f5a8e5c-07332684-71093f7e-4b4b3ba8.mp3]"
"時事","<div>時事<br></div>じじ&nbsp; events of the day;&nbsp;<div>current affairs​<br><div><br></div><div>先生は学生に時事問題に興味を持たせようとした。 <div> The teacher tried to interest the students in current events</div></div><div>どういった時事が公務員試験で出題されるのか。 <div> What sort of current affairs appear in the civil service examination?</div></div></div>[sound:voicetext-159cf7c0-bba1f905-b792ba62-e8d7b517-9e992a99.mp3]"
"時差ボケ","<div>時差(ボケ)<br></div><div>jet-lag<br></div><div><br></div><img src=""paste-48941152337921.jpg"">&nbsp;time difference<br><div><br></div><div><div>時差ボケで辛い。</div><div>I've got a bad case of jet lag.</div></div><div><div>私はまだ時差ぼけに苦しんでいます。</div><div>I'm still suffering from jet lag</div></div> [sound:oddcast-d9868fd3-23bed75d-f9ccc839-71b6a6c8-5fdf3137.mp3][sound:naver-a26b3bda-20d539e2-7a8567c1-0977532b-0c54fcdc.mp3]<br>"
"時速","<div>時速<br></div><div><img src=""paste-5978594476033.jpg"">&nbsp;&nbsp;speed (per hour)​</div><div><br></div><div><div>車は時速４０マイルで走った。</div><div>The car ran at 40 miles an hour.</div></div><div><br></div><div><div>時&nbsp;time, hour</div></div><div><img src=""paste-3388729196545.jpg""></div> [sound:oddcast-ff6e3a13-75dab96f-c301d1bd-c455d10e-1ea7bdd5.mp3][sound:naver-f34719c5-a4ee75fb-1d78a385-d08942c8-34e3fd19.mp3]"
"暖まる","<div>暖まる<br></div><img src=""paste-15775414878209 (1).jpg"">&nbsp;&nbsp;to warm oneself; to sun oneself; to warm up; to get warm​<div><div><br></div><div>日向で暖まること</div><div>the act of basking in the sun</div></div><div><div>私は風呂で温まった。</div><div>I warmed myself in the bath.</div></div><div><div>息子のことを考えただけでも彼女の心は温まった。</div><div>The mere thought of her son warmed her heart</div></div><div><div>心温まる結末</div></div><div>warm ending (story)</div><div><div>味噌汁が温まった。</div><div>The miso soup has heated up.</div></div>&nbsp;[sound:naver-196188e8-e9d2b0ab-d07c82e1-4f64c9c2-32aa79c9.mp3]"
"暴行","<div>暴行<br></div><div>ぼうこう<br></div>violent act; assault<div>rape; sexual assault</div><div><br></div><div><div>人に<b><b>暴行</b></b>を加える</div><div>lay violent hands on a person</div></div><div><div>彼は<b><b>暴行</b></b>罪で 3 年の刑に服した</div><div>He did three years for assault</div></div> [sound:oddcast-8adc6d8b-8d1c8b92-3e08eae8-41b7f297-140f8347.mp3][sound:oddcast-8dbbf00e-b0c861a8-58c15c0e-feceb4ff-7cf3c565.mp3]"
"書き写す","<div>書き写す<br></div>to transcribe; to copy<div><br></div><div><div>その本の一節をノートに書き写した。</div><div>I copied a passage from the book into my notebook.</div></div><div><div>書き写したものを原文と比較せよ。</div><div>Compare the copy with the original</div></div><div><br></div><div><div>写&nbsp;copy, be photographed</div></div>[sound:naver-c96e1e23-b605437c-a451f7c7-5eba155b-933e0de1.mp3]"
"書き取る","<div>書き取る<br></div>かきとる &nbsp;to write down (what someone says); to take down dictation; to take notes (e.g. of a lecture)​<div><div><br></div><div><div>彼の言うことすべてを書き取ろうとした。</div><div>I tried to get down every word he said.</div></div></div>[sound:naver-02e14348-e23a6f0b-c7b89a86-89d2e235-2d0dffd7.mp3]"
"書記","<div>書記<u><br></u></div><u><div><img src=""paste-0015d7fe313dce19d618a6e439e325b3d1e70671.jpg""><u><br></u></div><div><br></div>clerk; secretary</u><div><img src=""paste-f89b9712c9b7af1cc7f4ef50b6eab18444f51e5c.jpg""><br><div><u>writing down; putting on record</u></div><div><img src=""paste-f2316bd543b7786147e0baf98445281c6c724f2e.jpg""><br></div></div><div><br></div><div>初期<div><img src=""paste-62fc67d97f0278b8916c7576b0cbfa0a9443b295.jpg""></div></div>[sound:rec1614222605024.m4a]"
"最先端","<div>最先端<br></div>さいせんたん cutting edge; leading edge; forefront<br><div>&nbsp;2.&nbsp;tip; end​</div><div><br></div><div><div>最先端科学技術.</div><div>state‐of‐the‐art technology</div></div><div><div>(時代の)最先端</div><div>of an era, a leader<i></i></div></div><div><div>流行の最先端を行く服装</div><div>the clothes that are the latest in fashion</div></div><br> [sound:oddcast-2c8684b8-5137a58b-ac2e86c6-ff0aaa59-1b75f8d2.mp3][sound:oddcast-37de4a65-4e86d669-14c199c0-66388b6c-e546bcc5.mp3]"
"最前列","<div>最前列<br></div>さいぜんれつ &nbsp;front row&nbsp;[sound:naver-a0ad8e0a-70d0cbb8-f1e7f22c-4e820981-5f2bb787.mp3]<br>"
"最大","<div>最大<br></div>(さいだい) biggest; principal; largest; max&nbsp;<div>眠りは最大の泥棒...
...人生の半分も盗んでしまう</div>[sound:naver-37f07883-9db12611-a70a80db-2b01d213-ffc3f8af.mp3]"
"最短","<div>最短<br></div>さいたん<div>shortest​<div><br></div><div>最短距離</div><div>shortest distance (to)</div><div><div>偉大な天才は最短の伝記を有する。&nbsp;</div><div>Great geniuses have the shortest biographies</div></div></div>[sound:naver-c899bc34-a2d2c620-82c4062e-48b2ca60-893cf601.mp3]"
"最終","<div>最終<br></div>さいしゅう &nbsp;last; final; closing (decision, draft, train)<div><br></div><div><div>要求通りに最終報告書を提出します。</div><div>As requested, we are submitting our final report.</div></div><div><div>彼は最終列車に乗り遅れて、どうしたらいいのか途方に暮れた。</div><div>When he missed the last train, he was at a loss</div></div><div><div>彼は最終稿に忙しく取り組んでいる。</div><div>He is busy with the final draft</div></div><br>[sound:naver-1fe30969-c3d16683-b197cfcd-c47eb8d8-aece1d40.mp3]"
"月日","<div>月日<br></div><img src=""paste-25001004630017.jpg"">&nbsp;&nbsp;time; months and days<div><br></div><div><div>経つ</div><div>過ごす</div><div><div><br></div><div><div>日がどんどん過ぎていったが、彼の消息は何も聞こえてこなかった。</div><div>The months slipped by and still there was no news of him</div></div><div><div>知らないうちに月日は経ってしまう、俺はチャンスを逃したくない。</div><div>The years go by before I know, so I don't wanna miss this chance</div></div><div><br></div><div><img src=""paste-24988119728129.jpg""></div></div> [sound:oddcast-1f6c1807-4a279d12-d329c2a1-37b4fd51-d4686d21.mp3]</div>[sound:naver-3a710390-b7d9d4ec-7945a49d-36aba69a-47b450eb.mp3]"
"有力","<div>有力<br></div>(ゆうりょく) influential; prominent&nbsp;<div>有 have; posess </div><br>[sound:naver-514c8a69-61e91138-bb0fe3cd-2334fcfe-4c65165a.mp3]"
"有効期限","<div>有効期限<br></div>ゆうこうきげん &nbsp;<div>expiration date</div><div>effective date</div>[sound:naver-efa6555e-5514d7b7-00280a22-71f70113-75975e24.mp3]"
"有識","<div>有識<br></div><div>well-informed; learned​<br></div><div><br></div>有識者<div><div>expert; knowledgeable person;&nbsp;</div><div>authority (on a subject)​<br></div></div><div><br></div><div><div>そうした知識に通じた者を<b><b>有識</b></b>者（ゆうそくしゃ）と呼んだ</div><div>People who are well versed in such knowledge were called yusokusha</div></div><div><div>外部の<b><b>有識</b></b>者により評価内容のチェックを拡充</div><div>Expansion of external experts' evaluation&nbsp;</div></div>[sound:voicetext-d69a64bf-fc03adb5-ad60898f-a5101458-c855997b.mp3]"
"望遠鏡","<div>望遠鏡<br></div>ぼうえんきょう &nbsp;telescope&nbsp;<div><img src=""paste-5b7a55232fd35fbf78fda67f91e7507077bc8551.jpg""><br></div><div>[sound:naver-541cdbcb-82e338e7-a38a6913-d3b6516b-6fb4904b.mp3]<br></div>"
"朝っぱらから","<div>朝っぱら(から)<br></div>あさっぱら &nbsp;very early in the morning; so early in the morning; at this ungodly hour&nbsp;[sound:naver-14c9130f-819ad956-0a1a2a2b-8b5b414e-20dfeba5.mp3]"
"朝一番","<div>朝一(番)</div>あさいち(ばん) &nbsp;[sound:naver-66a0011b-65679a87-a7ae8df1-15615213-79965d54.mp3]first thing in the morning"
"期待に応える","<div>期待に応える<br></div>to live up to expectations<div>応える &nbsp;(こたえる) &nbsp;to answer</div><div>応 &nbsp;answer; apply; yes</div><div><br></div><div><div>期待 &nbsp;(きたい) Waited-Time. expectation (parents expect to go to college)</div><div>&nbsp;2. anticipated</div></div><div><br></div><div>私はあなたの期待に応えるだろう</div><div>I will probably meet your expectations.</div>[sound:naver-a5e0c396-99a61a53-214db7fb-c2c9e9b6-ede5dc45.mp3]"
"期末","<div>期末</div><div>end of term (school)</div><div><br></div><div>季末<br></div><div>end of season</div><div></div>[sound:oddcast-2d864917-3cad4043-fd6551e8-9036f54e-bbb96753.mp3]"
"未婚","<div>未婚<br></div>みこん unmarried; not yet married​<br><div><br></div><div>未婚の男性<br></div><div>unmarried men</div><div>未婚化<br></div><div>tendency to not get married<br></div><div>未婚者<br></div><div>unmarried person<br></div> [sound:oddcast-46181389-86fbaecd-0ea66901-c0b410ff-5be0d088.mp3][sound:oddcast-3eb5d491-6e6afc7d-245d1c37-4ad4a673-1494d4eb.mp3]"
"未定","<div>未定<br></div><img src=""paste-20418274525185 (1).jpg"">&nbsp;&nbsp;not yet fixed; undecided; pending<div><br></div><div><div>彼の到着の日取りは未定である.</div><div>The date of his arrival is uncertain</div></div><div><div>彼の計画はまだ未定だ。</div><div>His plan is still in the air</div></div><div><br></div><div><div>未&nbsp;un-, not yet, hitherto, still, even now, sign of the ram</div></div><div><img src=""paste-20508468838401.jpg""></div>[sound:naver-0d37e461-4c2ba36a-ede874f8-930a6042-faf98ace.mp3]"
"未成年","<div>未成年</div>みせいねん &nbsp;minor; not of age<div><br></div><div><div>未成年者は喫煙を禁じられている。</div><div>Persons under age are prohibited from smoking</div></div><div><img src=""paste-111080739176449.jpg""></div>[sound:naver-73dcc4e2-60dd9779-08d766bb-511e32c9-31e9aa91.mp3]"
"未熟","<div>未熟<br></div>みじゅく&nbsp; unripe; green​<div><div>2. inexperienced; immature; unskilled​</div></div><div><br></div><div>未熟児&nbsp;&nbsp;みじゅくじ</div><div>premature baby​<br></div><div>彼ら私たちを未熟者として軽蔑する。 <div> They look down on us as inexperienced young men</div></div>[sound:voicetext-2ce43257-66f55685-6bea091b-fcad6fe3-6237d9cd.mp3]"
"未知","<div>未知<br></div>みち &nbsp;not yet known; unknown<div><div><br></div><div>未知の語に出会った時には、辞書で調べなければならない。&nbsp;</div><div>When you come across new words, you must look them up in your dictionary</div></div><div><div>既知のことは未知のことと区別しなくてはならない。&nbsp;</div><div>The known must be separated from the unknown.</div></div><div><div>Ｘ記号は数学ではたいてい未知数を表す。&nbsp;</div><div>The symbol ""X"" usually stands for an unknown quantity in mathematics.</div></div><div><br></div><div><img src=""paste-135961484722177.jpg""></div>[sound:naver-fa9665d9-a88fc224-6fcf285a-af7fed13-d344674f.mp3]"
"本名","<div>本名<br></div>ほんみょう &nbsp;real name​<div><img src=""paste-56203942035457.jpg""></div>&nbsp;[sound:689610f0-dcc6-11e7-955b-c7bfaffa10d8.mp3]"
"本心","<div>本心<br></div>ほんしん &nbsp; true feelings​<br><div><br></div><div><div>彼は口やかましいが本心は悪くない。&nbsp;</div><div>His bark is worse than his bite.</div></div><div><img src=""paste-21638045237249.jpg""></div>[sound:naver-bce88b98-3d6de462-81855aba-41ab41db-71abcc87.mp3]"
"本物","<div>本物<br></div><img src=""paste-8439610736641.jpg"">&nbsp;&nbsp;real thing; real deal;&nbsp;genuine article<div><br></div><div><div>本物の皮</div></div><div>real leather</div><div><div>美術商はその絵を本物だと保証した。</div><div>The art dealer guaranteed the picture genuine</div></div><div><div>彼女の純真げなそぶりは見せかけで本物ではない。</div><div>Her air of innocence is apparent, not real.</div></div><br>[sound:naver-c13af270-e213c0a2-6f2173e3-d14264a0-f0659195.mp3]"
"本番","<div>本番<br></div>going before an audience or on-air;&nbsp;<div>performance; take<div><br></div><div><div>本&nbsp;book, present, main, origin, true</div></div></div>[sound:naver-d0480932-dde89bc7-36f7c47d-5d267beb-1efd1f07.mp3]"
"本線","<div>本線<br></div>ほんせん main line; trunk line​<br><div><img src=""paste-679fe5198f24ea47e19a2095039d152ac84e20e2.jpg""><br></div>[sound:azure-6f5dad38-bb8c77bf-06d5f569-a91a77bb-6e296e16.mp3]"
"本職","<div>本職<br></div>doing something principally, professionally, for a living<div><br></div><div><div>本職の歌手</div><div>a professional singer&nbsp;</div></div><div><div>彼は本職は医者だ</div><div>He is a physician by profession</div></div><div><div>本職[はえぬき]の外交官.</div><div>a career diplomat</div></div>[sound:naver-d6e7070f-eb0b79cc-07e2f310-f75b0ef8-27cf8311.mp3]"
"本能","<div>本能<br></div><div>本能的 &nbsp;instinctive</div><div><img src=""paste-61237643706369.jpg"">&nbsp;instinct</div><div><br></div><div>本能に従うと道を誤ることが多い。</div><div>Instinct is often a poor guide.</div><div><div>彼女は本能のままに振る舞っているんですよ。</div><div>She's acting on instinct</div></div><div><div>鳥は本能的に飛ぶことを覚える。</div><div>Birds learn to fly by instinct.</div></div><div><br></div><div><div>能&nbsp;ability, talent, skill, capacity</div></div><div><img src=""paste-61250528608257.jpg""></div>[sound:naver-8f72a57b-75a4fff5-defc0c32-f5c9c682-4ce791c3.mp3]"
"本部","<div>本部<br></div>ほんぶ<div>headquarters; head office; main office​</div><div><img src=""https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQrFdafzbIvpHAH-r8gMO6Ofcy4M7AkF34alwlElTPpjvY1pRMr&amp;usqp=CAU""><br></div>[sound:naver-836b60f0-a99ccb2b-6324b110-fd791597-b5398ecf.mp3]"
"本題に入るはいる","<div>本題に入る (はいる) to get down to business; to cut to the chase; to get straight to the point<br></div><div><br></div>本題&nbsp;ほんだい main question; real issue at hand​<br><div><br></div><div>本題に入ろう。 <div> Let's get down to business</div></div><div>私はもう具体的な本題に入ってもいい頃だと思う。 <div> I think it's about time we got down to brass tacks</div></div> [sound:oddcast-e62d4554-abd64476-26011109-a71b7591-409d41e2.mp3][sound:voicetext-184672ce-fb635cf5-79d1e258-fa390362-d4d8eb8e.mp3]"
"札束","<div>札束<br></div>さつたば&nbsp;roll of banknotes​<br><div><img src=""paste-db4a79d7368699a47d8aa6cc46a816183dc650d4.jpg""><br></div><div><img src=""paste-4b5f8615bf6e82ce9ebd6a9f8e9ffbc49d1e6ef3.jpg""><br></div>[sound:voicetext-2d617015-dcee8f76-79a8c1fc-2289c9da-debab381.mp3]"
"机上の空論","<div>机上の空論<br></div>armchair theory; impracticable theory​<div><br></div><div>机上<div>きじょう<br><div><div><div>1. on the desk​</div></div></div><div>2. theoretical; academic</div><div>(vs practical);</div><div>not yet implemented</div></div></div>[sound:oddcast-48512430-3cf84018-779f0285-90deac5f-19de74fd.mp3]"
"果たして","<div>果たして<br></div>はたして &nbsp;as one&nbsp;expected; just as one thought<div>&nbsp;2.&nbsp;really; actually; ever​used in interrogative and hypothetical sentences</div><div><br></div><div><div>はたしてそうだ</div><div>It is as I thought</div></div><div><div>はたしてしからば</div><div>If that （really） be the case</div></div><div><br></div><div>あなたの言う事が<b>果たして事実</b>なのか調べてみよう。</div><div>We will check to see if what you have said is really the truth</div> [sound:google-d5238a37-4d874828-7ddb3456-9849a680-befb1e7a.mp3][sound:naver-29648143-0256c01e-2f75b354-b1b58b30-f2967613.mp3]"
"査定","<div>査定<br></div>さてい &nbsp;assessment (of value, damages, etc.); revision (of a budget)<div><br><div><div>専門家はその時計を２００ドルと査定した。</div><div>The expert appraised the watch at $200.</div></div><div><div>彼らはその土地を９００万と査定した。</div><div>They assessed the land at nine million yen.</div></div></div><div><br></div><div><div>査定予算</div><div>the revised Budget</div></div><div><br></div><div>査 &nbsp;investigate</div><div><img src=""paste-22046067130369.jpg""></div>[sound:naver-a4f23495-c39e0b15-c7f076d1-e1c62b6e-60423307.mp3]"
"根気","<div>根気<br></div><div><img src=""paste-15925738733569.jpg"">&nbsp;patience; perseverance</div><div><br></div><div>根気よく</div><div>patiently; with perseverance</div><div><br></div><div><div>もう少し<b>根気があったら</b>成功していただろう。</div><div>With a little more patience/perseverance, you would have succeeded.</div></div><div><div>この種の仕事には大変な<b>根気が必要</b>とされる。</div><div>This sort of work calls for a lot of patience.</div></div><div><br></div><div><div>根&nbsp;root, radical, head&nbsp;</div></div> [sound:oddcast-d6fd0276-3a8847d4-1e8a1d3e-c3b9c7d3-73fc5924.mp3][sound:naver-3b7588f5-2b836725-666e90d0-623bb092-388bd854.mp3]"
